confidence,time_to_process,cpu_utility,detection_boxes,model_processing_time,image_processing_time,utility,model_counts
0.8755807968832198,84.95073576768239,98.99761904761904,1.2380952380952381,5.946280008270627,68.58843125615802,-33.356425229637395,{'yolov5l': 42}
