timestamp,input_rate,confidence,absolute_time_from_start,cpu_utility,detection_boxes,model_processing_time,image_processing_time,utility,model
2024-11-23T12:58:11.160007,,0.8823561668395996,407.4300708770752,19.2,1,0.3148152828216553,0.9830210208892822,0.9326885938644408,yolov5l
2024-11-23T13:23:54.572439,,0.8112640380859375,1.816948652267456,14.2,1,1.8160066604614256,2.4697842597961426,-0.3292601108551025,yolov5n
2024-11-23T13:23:56.110588,,0.4533556997776031,3.3551032543182373,60.3,1,0.0267796516418457,3.805989027023315,-1.426316663622856,yolov5n
2024-11-23T13:23:57.054103,,0.7403842210769653,4.2986204624176025,68.6,1,0.0200695991516113,4.484012842178345,-1.3718143105506897,yolov5n
2024-11-23T13:23:59.294647,,0.5817840794722239,6.539165019989014,31.9,3,0.1328780651092529,6.341670513153076,-2.379943216840426,yolov5n
2024-11-23T13:23:59.975566,,0.6964393854141235,7.220081567764282,69.7,1,0.0190472602844238,6.817368507385254,-2.560464560985565,yolov5n
2024-11-23T13:24:00.342845,,0.8101211786270142,7.587355852127075,38.3,1,0.0679237842559814,7.125874757766724,-2.6578767895698547,yolov5n
2024-11-23T13:24:01.567579,,0.6501712203025818,8.812095642089844,63.1,1,0.0275108814239501,8.045776844024658,-3.197802811861038,yolov5n
2024-11-23T13:24:02.527549,,0.7969855666160583,9.772067785263062,36.0,1,0.1386914253234863,8.847285747528076,-3.525150090456009,yolov5n
2024-11-23T13:24:03.662191,,0.8560725450515747,10.906707525253296,33.5,1,0.2094101905822754,9.7756667137146,-3.959797084331513,yolov5n
2024-11-23T13:24:04.444234,,0.8652377724647522,11.688748359680176,35.7,1,0.1838107109069824,10.247337818145752,-4.1910500228405,yolov5n
2024-11-23T13:24:05.744835,,0.8298466801643372,12.989346742630005,31.5,1,0.2315664291381836,11.13364839553833,-4.6519008576869965,yolov5s
2024-11-23T13:24:06.972571,,0.4429545998573303,14.217089653015137,72.1,1,0.0215518474578857,11.935458898544312,-5.496252149343491,yolov5s
2024-11-23T13:24:08.649455,,0.4272320121526718,15.893970727920532,56.5,2,0.0587596893310546,13.492977619171144,-6.282872803509235,yolov5s
2024-11-23T13:24:09.564219,,0.8714640438556671,16.808735847473145,29.1,2,0.348729133605957,14.317492008209229,-6.223013982176781,yolov5s
2024-11-23T13:24:10.818377,,0,18.062896013259888,58.3,0,0.0608458518981933,15.198372840881348,-7.349186420440674,yolov5s
2024-11-23T13:24:11.848305,,0.9012591242790222,19.09282255172729,25.2,1,0.2748122215270996,16.118818044662476,-7.108779460191727,yolov5s
2024-11-23T13:24:12.709033,,0.8249256014823914,19.953548669815063,28.7,1,0.2324562072753906,16.78084421157837,-7.477959305047989,yolov5m
2024-11-23T13:24:12.709033,,0.8249256014823914,19.953548669815063,28.7,1,0.2324562072753906,16.78084421157837,-7.477959305047989,yolov5m
2024-11-23T13:24:15.561034,,0.9561535120010376,22.80555391311645,29.6,1,0.3015985488891601,19.290266036987305,-8.667056262493134,yolov5m
2024-11-23T13:24:16.556576,,0.5421230494976044,23.80109167098999,37.3,2,0.2119450569152832,20.0002121925354,-9.229044571518898,yolov5l
2024-11-23T13:24:17.986359,,0.9556086659431458,25.23087739944458,51.3,1,0.2322814464569091,21.20713472366333,-9.625763028860092,yolov5l
2024-11-23T13:24:18.872940,,0.7121772766113281,26.117457389831543,40.1,1,0.3536601066589355,22.02125287055969,-10.154537796974182,yolov5l
2024-11-23T13:24:19.951062,,0.8797847231229147,27.19557905197144,39.5,3,0.3977577686309814,22.919164896011356,-10.51969008644422,yolov5l
2024-11-23T13:24:20.909188,,0.9422472715377808,28.153701543807983,63.7,1,0.199479341506958,23.671221256256104,-10.86448699235916,yolov5l
2024-11-23T13:24:22.066093,,0.9308930039405824,29.310606718063354,39.2,1,0.3707070350646972,24.66900134086609,-11.369054168462752,yolov5l
