timestamp,confidence,absolute_time_from_start,cpu_utility,detection_boxes,model_processing_time,image_processing_time,utility,model
2024-11-23T11:28:53.092877,0.8303288221359253,1.509657621383667,8.4,1,1.5085930824279783,2.1994845867156982,-0.1845778822898864,yolov5n
2024-11-23T11:28:54.722801,0.4368753433227539,3.139591693878174,70.6,1,0.025360107421875,3.639418125152588,-1.351271390914917,yolov5n
2024-11-23T11:28:55.720601,0.8364481329917908,4.137389421463013,36.1,1,0.0887351036071777,4.398870468139648,-1.2812111675739288,yolov5n
2024-11-23T11:28:56.788516,0.6654525399208069,5.205305814743042,30.6,1,0.2435231208801269,5.105198383331299,-1.719872921705246,yolov5n
2024-11-23T11:28:58.630888,0.4596445262432098,7.047680854797363,48.2,1,0.2097940444946289,6.5080955028533936,-2.774225488305092,yolov5n
2024-11-23T11:28:59.943613,0.8779716491699219,8.360400438308716,39.1,1,0.1509480476379394,7.506869316101074,-2.814448833465576,yolov5n
2024-11-23T11:29:00.725755,0.7786391377449036,9.14254641532898,34.1,1,0.1552596092224121,8.16153359413147,-3.191447228193283,yolov5s
2024-11-23T11:29:00.725755,0.7786391377449036,9.14254641532898,34.1,1,0.1552596092224121,8.16153359413147,-3.191447228193283,yolov5m
2024-11-23T11:29:03.103920,0.9169517159461976,11.520709991455078,38.1,1,0.1995306015014648,10.370606899261476,-4.226827591657639,yolov5m
2024-11-23T11:29:04.125339,0.959728181362152,12.542128324508669,40.4,1,0.236469030380249,11.181212902069092,-4.61074236035347,yolov5m
2024-11-23T11:29:05.166984,0.9113246202468872,13.583775043487549,53.6,1,0.099393606185913,11.928405046463013,-5.008540213108063,yolov5m
2024-11-23T11:29:07.142591,0.9198489785194396,15.559375047683716,59.4,1,0.0951626300811767,13.602620124816896,-5.841385573148727,yolov5m
2024-11-23T11:29:08.130980,0.9358925223350524,16.547770738601685,29.9,1,0.3355333805084228,14.504008769989014,-6.284058123826981,yolov5m
2024-11-23T11:29:08.963602,0.8067477345466614,17.380387544631958,32.9,1,0.3209412097930908,15.152052640914915,-6.672652453184128,yolov5m
2024-11-23T11:29:10.167564,0.928263545036316,18.584351539611816,38.6,1,0.2517437934875488,16.16873574256897,-7.120236098766327,yolov5m
2024-11-23T11:29:11.202701,0.9286451935768129,19.619487285614014,28.1,1,0.3062949180603027,17.062488555908203,-7.566921681165695,yolov5m
