timestamp,input_rate,confidence,absolute_time_from_start,cpu_utility,detection_boxes,model_processing_time,image_processing_time,utility,model
2024-11-23T13:47:52.155189,19,0.8808498382568359,2.2200286388397217,11.5,1,2.2190191745758057,2.867060422897339,-0.4931052923202514,yolov5n
2024-11-23T13:47:52.155189,19,0.8808498382568359,2.2200286388397217,11.5,1,2.2190191745758057,2.867060422897339,-0.4931052923202514,yolov5n
2024-11-23T13:47:54.332128,13,0.7877534031867981,4.396977186203003,76.6,1,0.0342621803283691,4.712409496307373,-1.4623280465602877,yolov5n
2024-11-23T13:47:55.421501,14,0.7148372530937195,5.486348628997803,40.5,1,0.0711495876312255,5.602669715881348,-1.943916231393814,yolov5n
2024-11-23T13:47:57.309250,16,0.7828764915466309,7.374094247817993,34.6,1,0.1933825016021728,7.175174951553345,-2.696149230003357,yolov5n
2024-11-23T13:47:58.443102,11,0.4979657828807831,8.507946491241455,79.4,1,0.2261593341827392,8.054759979248047,-3.528397098183632,yolov5n
2024-11-23T13:47:59.710356,14,0.5817840794722239,9.775205850601196,36.9,3,0.1293847560882568,9.073686122894289,-3.745951021711032,yolov5n
2024-11-23T13:48:00.630597,11,0.8560725450515747,10.695447206497192,39.2,1,0.2083532810211181,9.817200899124146,-3.980564177036285,yolov5n
2024-11-23T13:48:01.778250,6,0.807485818862915,11.843099355697632,33.9,2,0.1330435276031494,10.666515350341797,-4.429514765739441,yolov5n
2024-11-23T13:48:02.818337,6,0.8036563992500305,12.883184432983398,48.0,1,0.079282522201538,11.217888355255129,-4.707115978002548,yolov5n
2024-11-23T13:48:02.818337,7,0.8036563992500305,12.883184432983398,48.0,1,0.079282522201538,11.217888355255129,-4.707115978002548,yolov5s
2024-11-23T13:48:05.164045,7,0.9326618909835817,15.22889494895935,36.3,1,0.2114210128784179,13.301276206970217,-5.684307157993317,yolov5s
2024-11-23T13:48:05.880616,7,0.8518775105476379,15.945461988449097,38.1,1,0.2245581150054931,13.775872707366943,-5.961997598409653,yolov5s
2024-11-23T13:48:06.979419,7,0.9010012149810792,17.04426670074463,36.7,1,0.1832890510559082,14.597023248672484,-6.348011016845703,yolov5s
2024-11-23T13:48:07.930706,4,0.8714640438556671,17.99555492401123,30.1,2,0.3441851139068603,15.376386642456056,-6.752461299300194,yolov5s
2024-11-23T13:48:08.901921,4,0,18.96676516532898,59.3,0,0.0646827220916748,16.053757667541504,-7.776878833770752,yolov5s
2024-11-23T13:48:09.905181,4,0.8249256014823914,19.97002911567688,29.5,1,0.2286338806152343,16.9361469745636,-7.555610686540604,yolov5s
2024-11-23T13:48:10.879196,1,0.7211771011352539,20.94403982162476,32.3,1,0.1393094062805175,17.653225660324097,-7.966024279594421,yolov5s
2024-11-23T13:48:13.117877,1,0.8461868166923523,23.182706117630005,89.4,1,0.0778732299804687,19.186127424240112,-8.66997030377388,yolov5s
2024-11-23T13:48:14.130544,1,0.8788070678710938,24.19539189338684,33.3,1,0.2536430358886719,20.044597625732425,-9.082895278930664,yolov5l
2024-11-23T13:48:14.130544,1,0.8788070678710938,24.19539189338684,33.3,1,0.2536430358886719,20.044597625732425,-9.082895278930664,yolov5l
